0.28571428571428575,0.6666666666666666,0.05216242984483327,0.029411764705882346,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0.25000000000000006,0.6666666666666666,0.10922196544514141,0.23529411764705882,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.16071428571428575,0.6666666666666666,0.05904038736656762,0.029411764705882346,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0.6071428571428572,0.6666666666666666,0.25420931000330144,0.2941176470588235,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.625,0.0,0.02321998459337515,0.029411764705882346,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.30357142857142855,1.0,0.16644657202597118,0.25,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.6964285714285714,0.3333333333333333,0.007428194123473095,0.1176470588235294,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0.17857142857142855,0.6666666666666666,0.1371739848134698,0.3529411764705882,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.10714285714285715,0.3333333333333333,0.24738637614174097,0.6029411764705882,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0.32142857142857145,0.6666666666666666,0.019753494002421042,0.029411764705882346,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.5892857142857142,0.6666666666666666,0.15555188731154398,0.1176470588235294,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.37499999999999994,0.3333333333333333,0.20298228238142402,0.10294117647058824,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.30357142857142855,0.3333333333333333,0.06184659403543523,0.029411764705882346,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0.21428571428571425,0.6666666666666666,0.1594585671838891,0.2941176470588235,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.49999999999999994,0.6666666666666666,0.11571475734565863,0.25,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
